,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2010-06-05,,,,62.0,381.0,21.0,1824.0,207.0,0.0,,,26.0,1896.0,,514.0,,55.0,,0.0,,,,,119.0,28735.0,5705.0,,0.0,,,,,254.0,10.0,,953.0,2.0,
2010-06-06,,,,58.0,452.0,19.0,183.0,220.0,0.0,,,2.0,2113.0,,658.0,,58.0,,0.0,,,,,74.0,41650.0,1647.0,,0.0,,,,,306.0,27.0,,1169.0,2.0,
2010-06-07,,,,75.0,3362.0,57.0,54.0,385.0,0.0,,,0.0,1570.0,,1341.0,,66.0,,0.0,,,,,75.0,31990.0,4561.0,,0.0,,,,,284.0,31.0,,1334.0,18.0,
2010-06-08,,,,73.0,1409.0,31.0,4.0,456.0,0.0,,,0.0,2376.0,,1914.0,,66.0,,0.0,,,,,180.0,22657.0,3692.0,,0.0,,,,,323.0,27.0,,1081.0,20.0,
2010-06-09,,,,77.0,471.0,36.0,3654.0,406.0,0.0,,,105.0,1968.0,,116.0,,65.0,,0.0,,,,,197.0,24099.0,3551.0,,0.0,,,,,330.0,66.0,,887.0,14.0,
2010-06-10,,,,98.0,266.0,13.0,1077.0,355.0,0.0,,,48.0,2232.0,,856.0,,67.0,,0.0,,,,,99.0,26431.0,2470.0,,0.0,,,,,319.0,72.0,,1371.0,13.0,
2010-06-11,,,,59.0,396.0,23.0,3933.0,340.0,0.0,,,82.0,1743.0,,1942.0,,55.0,,0.0,,,,,170.0,15519.0,3790.0,,0.0,,,,,240.0,39.0,,1462.0,18.0,
2010-06-12,,,,272.0,285.0,12.0,5602.0,217.0,0.0,,,25.0,1766.0,,1363.0,,63.0,,0.0,,,,,121.0,24244.0,5347.0,,0.0,,,,,235.0,30.0,,1570.0,7.0,
2010-06-13,,,,85.0,276.0,12.0,4620.0,217.0,0.0,,,16.0,1459.0,,490.0,,60.0,,0.0,,,,,106.0,25723.0,1935.0,,0.0,,,,,261.0,23.0,,1557.0,8.0,
2010-06-14,,,,73.0,1873.0,42.0,5904.0,285.0,0.0,,,67.0,1397.0,,1227.0,,66.0,,0.0,,,,,72.0,30763.0,4475.0,,0.0,,,,,381.0,85.0,,1496.0,32.0,
2010-06-15,,,,89.0,3340.0,50.0,5348.0,363.0,0.0,,,38.0,1778.0,,2135.0,,66.0,,0.0,,,,,109.0,10094.0,5566.0,,0.0,,,,,363.0,15.0,,1221.0,20.0,
2010-06-16,,,,282.0,58.0,23.0,2164.0,453.0,0.0,,,32.0,2104.0,,221.0,,60.0,,0.0,,,,,181.0,18062.0,1975.0,,0.0,,,,,407.0,59.0,,1039.0,58.0,
2010-06-17,,,,118.0,247.0,22.0,1999.0,372.0,0.0,,,15.0,1758.0,,1393.0,,52.0,,0.0,,,,,159.0,20081.0,1955.0,,0.0,,,,,1279.0,43.0,,1214.0,56.0,
2010-06-18,,,,85.0,615.0,18.0,3811.0,353.0,0.0,,,11.0,1433.0,,1262.0,,62.0,,0.0,,,,,172.0,19058.0,3060.0,,0.0,,,,,554.0,25.0,,1306.0,20.0,
2010-06-19,,,,90.0,271.0,10.0,834.0,320.0,0.0,,,27.0,640.0,,1254.0,,61.0,,0.0,,,,,109.0,24921.0,2784.0,,0.0,,,,,296.0,30.0,,1069.0,4.0,
2010-06-20,,,,85.0,242.0,7.0,376.0,264.0,0.0,,,17.0,2600.0,,1036.0,,63.0,,0.0,,,,,131.0,851.0,7078.0,,0.0,,,,,307.0,44.0,,1071.0,2.0,
2010-06-21,,,,84.0,297.0,10.0,80.0,437.0,0.0,,,6.0,1967.0,,1489.0,,70.0,,0.0,,,,,172.0,3540.0,6336.0,,0.0,,,,,256.0,88.0,,1126.0,13.0,
2010-06-22,,,,485.0,5019.0,16.0,0.0,429.0,0.0,,,0.0,1111.0,,1590.0,,135.0,,0.0,,,,,232.0,1569.0,7729.0,,0.0,,,,,528.0,22.0,,1016.0,5.0,
2010-06-23,,,,131.0,351.0,15.0,114.0,489.0,0.0,,,0.0,3858.0,,112.0,,60.0,,0.0,,,,,182.0,1694.0,7266.0,,0.0,,,,,277.0,33.0,,1149.0,21.0,
2010-06-24,,,,178.0,342.0,24.0,1527.0,532.0,0.0,,,23.0,6138.0,,566.0,,62.0,,0.0,,,,,137.0,1963.0,5635.0,,0.0,,,,,351.0,80.0,,1044.0,2.0,
2010-06-25,,,,378.0,397.0,11.0,1902.0,397.0,0.0,,,57.0,2616.0,,1099.0,,75.0,,0.0,,,,,138.0,5144.0,178.0,,0.0,,,,,319.0,66.0,,1217.0,9.0,
2010-06-26,,,,101.0,237.0,7.0,2069.0,170.0,0.0,,,29.0,2594.0,,225.0,,58.0,,0.0,,,,,182.0,2363.0,6556.0,,0.0,,,,,230.0,7.0,,981.0,6.0,
2010-06-27,,,,578.0,224.0,5.0,1298.0,234.0,0.0,,,30.0,2726.0,,786.0,,57.0,,0.0,,,,,144.0,1328.0,2479.0,,0.0,,,,,290.0,8.0,,1011.0,9.0,
2010-06-28,,,,464.0,753.0,11.0,1851.0,215.0,0.0,,,207.0,2660.0,,1169.0,,59.0,,0.0,,,,,184.0,7777.0,4373.0,,0.0,,,,,402.0,12.0,,1199.0,45.0,
2010-06-29,,,,181.0,231.0,43.0,3287.0,368.0,0.0,,,156.0,1774.0,,2024.0,,538.0,,0.0,,,,,184.0,13096.0,6234.0,,0.0,,,,,605.0,6.0,,946.0,13.0,
2010-06-30,,,,697.0,477.0,19.0,1960.0,391.0,0.0,,,23.0,1353.0,,49.0,,70.0,,0.0,,,,,196.0,20408.0,2997.0,,2.0,,,,,215.0,37.0,,949.0,22.0,
2010-07-01,,,,293.0,170.0,8.0,1745.0,401.0,0.0,,,14.0,2434.0,,125.0,,331.0,,0.0,,,,,215.0,21238.0,1992.0,,7.0,,,,,218.0,19.0,,1095.0,9.0,
2010-07-02,,,,581.0,272.0,32.0,1445.0,378.0,0.0,,,27.0,904.0,,388.0,,83.0,,0.0,,,,,171.0,28342.0,4414.0,,5.0,,,,,215.0,11.0,,1318.0,12.0,
2010-07-03,,,,1773.0,167.0,22.0,1007.0,262.0,0.0,,,13.0,2343.0,,357.0,,60.0,,0.0,,,,,99.0,33157.0,4185.0,,0.0,,,,,149.0,6.0,,1148.0,11.0,
2010-07-04,,,,300.0,137.0,15.0,1091.0,180.0,0.0,,,8.0,2684.0,,805.0,,59.0,,0.0,,,,,60.0,18659.0,4237.0,,0.0,,,,,158.0,5.0,,917.0,9.0,
2010-07-05,,,,1511.0,128.0,17.0,1771.0,302.0,0.0,,,20.0,3116.0,,810.0,,64.0,,0.0,,,,,58.0,15280.0,2461.0,,8.0,,,,,215.0,10.0,,1086.0,9.0,
2010-07-06,,,,6279.0,102.0,8.0,1868.0,303.0,0.0,,,51.0,2647.0,,1451.0,,48.0,,0.0,,,,,196.0,22729.0,4705.0,,19.0,,,,,240.0,16.0,,1285.0,12.0,
2010-07-07,,,,2245.0,324.0,19.0,1355.0,373.0,0.0,,,64.0,1896.0,,1490.0,,49.0,,0.0,,,,,176.0,4475.0,6729.0,,18.0,,,,,218.0,28.0,,1321.0,13.0,
2010-07-08,,,,136.0,258.0,26.0,2551.0,329.0,0.0,,,393.0,1854.0,,1254.0,,54.0,,0.0,,,,,232.0,7863.0,3904.0,,24.0,,,,,504.0,14.0,,1983.0,15.0,
2010-07-09,,,,295.0,983.0,37.0,3835.0,311.0,0.0,,,65.0,1626.0,,1532.0,,180.0,,0.0,,,,,185.0,14149.0,3723.0,,4.0,,,,,413.0,18.0,,1255.0,22.0,
2010-07-10,,,,207.0,98.0,11.0,1500.0,276.0,0.0,,,65.0,1812.0,,2149.0,,20.0,,0.0,,,,,126.0,15054.0,4113.0,,1.0,,,,,262.0,8.0,,1183.0,8.0,
2010-07-11,,,,182.0,69.0,10.0,2268.0,249.0,0.0,,,79.0,1470.0,,1572.0,,29.0,,0.0,,,,,110.0,18257.0,2950.0,,2.0,,,,,334.0,5.0,,923.0,10.0,
2010-07-12,,,,601.0,134.0,22.0,1701.0,252.0,0.0,,,104.0,821.0,,1438.0,,56.0,,0.0,,,,,114.0,35854.0,595.0,,1.0,,,,,496.0,16.0,,976.0,9.0,
2010-07-13,,,,1380.0,1077.0,27.0,2695.0,355.0,0.0,,,355.0,2321.0,,2533.0,,115.0,,0.0,,,,,148.0,15762.0,3812.0,,3.0,,,,,794.0,44.0,,433.0,2.0,
2010-07-14,,,,703.0,211.0,20.0,2831.0,344.0,0.0,,,107.0,1421.0,,200.0,,193.0,,0.0,,,,,190.0,14335.0,2609.0,,3.0,,,,,321.0,42.0,,1367.0,14.0,
2010-07-15,,,,301.0,737.0,18.0,2953.0,427.0,0.0,,,168.0,790.0,,181.0,,364.0,,0.0,,,,,215.0,11220.0,2432.0,,1.0,,,,,623.0,29.0,,1372.0,15.0,
2010-07-16,,,,163.0,248.0,35.0,2901.0,328.0,0.0,,,581.0,1079.0,,1193.0,,816.0,,0.0,,,,,206.0,17991.0,2499.0,,3.0,,,,,637.0,12.0,,1396.0,10.0,
2010-07-17,,,,222.0,528.0,18.0,1637.0,232.0,0.0,,,406.0,1240.0,,784.0,,80.0,,0.0,,,,,125.0,18659.0,6065.0,,2.0,,,,,516.0,9.0,,1004.0,10.0,
2010-07-18,,,,250.0,430.0,9.0,1699.0,234.0,0.0,,,18.0,946.0,,1002.0,,23.0,,0.0,,,,,72.0,13840.0,2035.0,,1.0,,,,,321.0,6.0,,755.0,7.0,
2010-07-19,,,,245.0,122.0,35.0,2289.0,311.0,0.0,,,60.0,1057.0,,2346.0,,20.0,,0.0,,,,,142.0,11340.0,6607.0,,1.0,,,,,369.0,18.0,,969.0,7.0,
2010-07-20,,,,150.0,131.0,11.0,2104.0,330.0,0.0,,,84.0,267.0,,1754.0,,59.0,,0.0,,,,,192.0,10974.0,4988.0,,0.0,,,,,291.0,19.0,,1076.0,5.0,
2010-07-21,,,,120.0,4339.0,20.0,2153.0,349.0,0.0,,,434.0,141.0,,319.0,,137.0,,0.0,,,,,117.0,9533.0,5998.0,,0.0,,,,,929.0,39.0,,1158.0,9.0,
2010-07-22,,,,147.0,12282.0,17.0,2325.0,379.0,0.0,,,424.0,168.0,,1853.0,,139.0,,0.0,,,,,181.0,9991.0,8423.0,,0.0,,,,,901.0,21.0,,927.0,19.0,
2010-07-23,,,,133.0,11376.0,26.0,1764.0,209.0,0.0,,,208.0,212.0,,1356.0,,24.0,,0.0,,,,,206.0,13254.0,2719.0,,0.0,,,,,489.0,40.0,,930.0,35.0,
2010-07-24,,,,88.0,172.0,7.0,1360.0,280.0,0.0,,,17.0,275.0,,1058.0,,56.0,,0.0,,,,,168.0,1398.0,613.0,,1.0,,,,,274.0,17.0,,953.0,13.0,
2010-07-25,,,,90.0,6152.0,5.0,1528.0,309.0,0.0,,,46.0,133.0,,1036.0,,83.0,,0.0,,,,,121.0,11863.0,3041.0,,0.0,,,,,281.0,8.0,,855.0,8.0,
2010-07-26,,,,108.0,7346.0,12.0,1728.0,222.0,0.0,,,73.0,255.0,,1321.0,,47.0,,0.0,,,,,186.0,4980.0,2605.0,,0.0,,,,,487.0,17.0,,1119.0,12.0,
2010-07-27,,,,57.0,17377.0,16.0,3367.0,144.0,0.0,,,113.0,241.0,,1453.0,,33.0,,0.0,,,,,205.0,963.0,2239.0,,0.0,,,,,1231.0,18.0,,1379.0,13.0,
2010-07-28,,,,100.0,684.0,56.0,1001.0,150.0,0.0,,,105.0,248.0,,175.0,,37.0,,0.0,,,,,185.0,1260.0,2464.0,,0.0,,,,,454.0,12.0,,1419.0,14.0,
2010-07-29,,,,61.0,333.0,21.0,8879.0,306.0,0.0,,,51.0,275.0,,975.0,,71.0,,0.0,,,,,230.0,546.0,5900.0,,0.0,,,,,444.0,13.0,,1230.0,21.0,
2010-07-30,,,,57.0,6649.0,18.0,3462.0,331.0,0.0,,,43.0,223.0,,1919.0,,69.0,,0.0,,,,,179.0,445.0,3856.0,,0.0,,,,,331.0,13.0,,1490.0,8.0,
2010-07-31,,,,67.0,1082.0,8.0,2180.0,256.0,0.0,,,12.0,194.0,,1098.0,,51.0,,0.0,,,,,139.0,173.0,8470.0,,0.0,,,,,200.0,2.0,,950.0,7.0,
2010-08-01,,,,92.0,235.0,9.0,2424.0,221.0,,0.0,,12.0,185.0,,1084.0,0.0,51.0,,,0.0,,,,134.0,145.0,4688.0,,0.0,,0.0,,,187.0,33.0,,1359.0,10.0,
2010-08-02,,,,83.0,18946.0,57.0,4157.0,294.0,,0.0,,43.0,181.0,,1339.0,0.0,30.0,,,0.0,,,,102.0,145.0,8098.0,,0.0,,0.0,,,177.0,13.0,,1233.0,8.0,
2010-08-03,,,,70.0,618.0,45.0,2856.0,255.0,,0.0,,27.0,208.0,,1247.0,0.0,17.0,,,0.0,,,,167.0,565.0,6841.0,,0.0,,0.0,,,202.0,18.0,,1383.0,10.0,
2010-08-04,,,,123.0,10352.0,16.0,2051.0,254.0,,0.0,,116.0,233.0,,411.0,0.0,15.0,,,0.0,,,,131.0,732.0,4906.0,,0.0,,0.0,,,296.0,17.0,,1066.0,1.0,
2010-08-05,,,,118.0,642.0,39.0,1809.0,253.0,,0.0,,77.0,167.0,,793.0,0.0,13.0,,,0.0,,,,198.0,1315.0,3384.0,,15.0,,0.0,,,247.0,10.0,,1248.0,6.0,
2010-08-06,,,,95.0,208.0,24.0,2399.0,280.0,,0.0,,68.0,103.0,,1135.0,0.0,15.0,,,0.0,,,,107.0,1440.0,3852.0,,45.0,,0.0,,,261.0,7.0,,1699.0,3.0,
2010-08-07,,,,79.0,112.0,20.0,1568.0,374.0,,0.0,,53.0,84.0,,696.0,0.0,17.0,,,0.0,,,,113.0,1860.0,1918.0,,55.0,,0.0,,,319.0,0.0,,2204.0,1.0,
2010-08-08,,,,207.0,164.0,7.0,1061.0,269.0,,0.0,,20.0,87.0,,832.0,0.0,13.0,,,0.0,,,,88.0,1202.0,1229.0,,29.0,,0.0,,,271.0,3.0,,3480.0,1.0,
2010-08-09,,,,162.0,245.0,39.0,1808.0,406.0,,0.0,,70.0,102.0,,1117.0,0.0,13.0,,,0.0,,,,131.0,240.0,2177.0,,0.0,,0.0,,,234.0,11.0,,1351.0,8.0,
2010-08-10,,,,114.0,250.0,29.0,1767.0,226.0,,0.0,,116.0,116.0,,1018.0,0.0,15.0,,,0.0,,,,168.0,1274.0,1848.0,,0.0,,0.0,,,225.0,21.0,,1500.0,0.0,
2010-08-11,,,,214.0,266.0,38.0,2194.0,251.0,,0.0,,72.0,173.0,,223.0,0.0,23.0,,,0.0,,,,169.0,1102.0,2203.0,,0.0,,0.0,,,332.0,24.0,,1850.0,12.0,
2010-08-12,,,,110.0,258.0,61.0,1618.0,307.0,,0.0,,95.0,115.0,,44.0,0.0,48.0,,,0.0,,,,159.0,1079.0,3886.0,,0.0,,0.0,,,413.0,0.0,,1998.0,7.0,
2010-08-13,,,,97.0,322.0,22.0,1650.0,254.0,,0.0,,66.0,116.0,,435.0,0.0,50.0,,,0.0,,,,166.0,919.0,3926.0,,6.0,,0.0,,,260.0,44.0,,1628.0,5.0,
2010-08-14,,,,109.0,233.0,10.0,867.0,147.0,,0.0,,64.0,156.0,,363.0,0.0,48.0,,,0.0,,,,115.0,1459.0,5281.0,,7.0,,0.0,,,359.0,1.0,,1272.0,4.0,
2010-08-15,,,,92.0,237.0,6.0,1153.0,167.0,,0.0,,26.0,550.0,,896.0,0.0,51.0,,,0.0,,,,60.0,2001.0,5294.0,,5.0,,0.0,,,338.0,1.0,,2675.0,6.0,
2010-08-16,,,,118.0,368.0,54.0,1606.0,310.0,,0.0,,27.0,1212.0,,1146.0,0.0,50.0,,,0.0,,,,176.0,1259.0,4049.0,,11.0,,0.0,,,414.0,26.0,,1920.0,5.0,
2010-08-17,,,,163.0,288.0,52.0,1910.0,289.0,,0.0,,30.0,715.0,,1104.0,0.0,60.0,,,0.0,,,,129.0,428.0,3825.0,,2.0,,0.0,,,390.0,10.0,,1627.0,10.0,
2010-08-18,,,,288.0,312.0,27.0,3293.0,281.0,,0.0,,37.0,490.0,,60.0,0.0,59.0,,,0.0,,,,128.0,1630.0,2974.0,,31.0,,0.0,,,558.0,17.0,,1626.0,3.0,
2010-08-19,,,,271.0,215.0,23.0,1749.0,315.0,,0.0,,83.0,179.0,,78.0,0.0,49.0,,,0.0,,,,177.0,2035.0,3098.0,,10.0,,0.0,,,407.0,11.0,,1761.0,7.0,
2010-08-20,,,,252.0,225.0,14.0,2691.0,255.0,,0.0,,84.0,158.0,,255.0,0.0,50.0,,,0.0,,,,113.0,1930.0,2339.0,,6.0,,0.0,,,374.0,24.0,,2329.0,2.0,
2010-08-21,,,,124.0,216.0,6.0,3724.0,141.0,,0.0,,36.0,110.0,,863.0,0.0,54.0,,,0.0,,,,94.0,2519.0,2013.0,,14.0,,0.0,,,335.0,7.0,,2092.0,3.0,
2010-08-22,,,,204.0,241.0,5.0,3251.0,52.0,,0.0,,53.0,124.0,,1350.0,0.0,55.0,,,0.0,,,,117.0,2507.0,1935.0,,3.0,,0.0,,,351.0,0.0,,1383.0,2.0,
2010-08-23,,,,366.0,482.0,25.0,3641.0,122.0,,0.0,,33.0,132.0,,826.0,0.0,50.0,,,0.0,,,,126.0,1499.0,1755.0,,0.0,,0.0,,,359.0,16.0,,1778.0,5.0,
2010-08-24,,,,109.0,724.0,51.0,3269.0,187.0,,0.0,,45.0,120.0,,1789.0,0.0,52.0,,,0.0,,,,174.0,959.0,2076.0,,0.0,,0.0,,,153.0,41.0,,1779.0,1.0,
2010-08-25,,,,157.0,578.0,86.0,3914.0,295.0,,0.0,,95.0,163.0,,83.0,0.0,54.0,,,0.0,,,,210.0,943.0,879.0,,11.0,,0.0,,,222.0,11.0,,2346.0,5.0,
2010-08-26,,,,160.0,479.0,52.0,1739.0,266.0,,0.0,,43.0,164.0,,4165.0,0.0,48.0,,,0.0,,,,133.0,2940.0,6634.0,,22.0,,0.0,,,209.0,16.0,,2804.0,7.0,
2010-08-27,,,,92.0,421.0,32.0,2991.0,253.0,,0.0,,43.0,124.0,,1017.0,0.0,50.0,,,0.0,,,,113.0,4122.0,8118.0,,4.0,,0.0,,,1996.0,13.0,,3078.0,0.0,
2010-08-28,,,,88.0,248.0,14.0,1782.0,197.0,,0.0,,36.0,166.0,,673.0,0.0,48.0,,,0.0,,,,94.0,2671.0,3152.0,,0.0,,0.0,,,1823.0,3.0,,1911.0,2.0,
2010-08-29,,,,75.0,208.0,6.0,2854.0,169.0,,0.0,,40.0,61.0,,1005.0,0.0,47.0,,,0.0,,,,149.0,2294.0,3718.0,,0.0,,0.0,,,2336.0,2.0,,2419.0,0.0,
2010-08-30,,,,69.0,225.0,14.0,3364.0,181.0,,0.0,,36.0,89.0,,1592.0,0.0,54.0,,,0.0,,,,125.0,2226.0,4427.0,,1.0,,0.0,,,546.0,11.0,,1920.0,2.0,
2010-08-31,,,,55.0,387.0,22.0,3184.0,246.0,,0.0,,36.0,166.0,,1035.0,0.0,49.0,,,0.0,,,,161.0,2147.0,1553.0,,11.0,,0.0,,,307.0,12.0,,2248.0,6.0,
2010-09-01,,,,177.0,668.0,22.0,2294.0,241.0,,0.0,,38.0,242.0,,560.0,0.0,56.0,,,0.0,,,,51.0,3859.0,1934.0,,12.0,,0.0,,,289.0,68.0,,2239.0,0.0,
2010-09-02,,,,141.0,469.0,7.0,3681.0,182.0,,0.0,,44.0,827.0,,2561.0,0.0,57.0,,,0.0,,,,65.0,1789.0,1775.0,,14.0,,0.0,,,237.0,53.0,,1762.0,0.0,
2010-09-03,,,,105.0,487.0,24.0,2797.0,246.0,,0.0,,64.0,178.0,,2026.0,0.0,50.0,,,0.0,,,,108.0,1416.0,2185.0,,0.0,,0.0,,,314.0,10.0,,1880.0,2.0,
2010-09-04,,,,64.0,193.0,10.0,1845.0,190.0,,0.0,,40.0,771.0,,1487.0,0.0,54.0,,,0.0,,,,99.0,1076.0,1524.0,,0.0,,0.0,,,210.0,0.0,,1228.0,0.0,
2010-09-05,,,,70.0,244.0,10.0,1111.0,101.0,,0.0,,31.0,874.0,,943.0,0.0,52.0,,,0.0,,,,35.0,516.0,3571.0,,0.0,,0.0,,,214.0,1.0,,1049.0,0.0,
2010-09-06,,,,62.0,205.0,16.0,870.0,210.0,,0.0,,25.0,939.0,,1528.0,0.0,53.0,,,0.0,,,,32.0,656.0,1054.0,,0.0,,0.0,,,214.0,15.0,,1244.0,0.0,
2010-09-07,,,,132.0,161.0,13.0,1940.0,292.0,,0.0,,34.0,124.0,,2333.0,0.0,56.0,,,0.0,,,,117.0,502.0,693.0,,0.0,,0.0,,,510.0,16.0,,1511.0,3.0,
2010-09-08,,,,93.0,243.0,22.0,883.0,295.0,,0.0,,21.0,789.0,,647.0,0.0,53.0,,,0.0,,,,131.0,103.0,839.0,,10.0,,0.0,,,573.0,9.0,,1433.0,3.0,
2010-09-09,,,,218.0,198.0,22.0,1188.0,271.0,,0.0,,56.0,213.0,,1643.0,0.0,56.0,,,0.0,,,,132.0,26.0,2366.0,,23.0,,0.0,,,423.0,7.0,,1124.0,5.0,
2010-09-10,,,,274.0,232.0,30.0,1759.0,206.0,,0.0,,36.0,259.0,,1239.0,0.0,58.0,,,0.0,,,,142.0,6.0,759.0,,18.0,,0.0,,,482.0,3.0,,1113.0,3.0,
2010-09-11,,,,246.0,175.0,31.0,1704.0,128.0,,0.0,,14.0,132.0,,526.0,0.0,52.0,,,0.0,,,,85.0,0.0,760.0,,4.0,,0.0,,,2109.0,5.0,,1221.0,3.0,
2010-09-12,,,,285.0,253.0,27.0,1862.0,139.0,,0.0,,10.0,82.0,,1035.0,0.0,54.0,,,0.0,,,,108.0,0.0,900.0,,2.0,,0.0,,,2630.0,7.0,,1271.0,1.0,
2010-09-13,,,,225.0,280.0,34.0,1006.0,271.0,,0.0,,18.0,169.0,,2199.0,0.0,55.0,,,0.0,,,,151.0,471.0,1165.0,,3.0,,0.0,,,1672.0,46.0,,1441.0,3.0,
2010-09-14,,,,203.0,198.0,34.0,1185.0,236.0,,0.0,,28.0,279.0,,8494.0,0.0,52.0,,,0.0,,,,107.0,1191.0,1524.0,,3.0,,0.0,,,1970.0,17.0,,1519.0,14.0,
2010-09-15,,,,100.0,166.0,35.0,1593.0,246.0,,0.0,,44.0,871.0,,204.0,0.0,53.0,,,0.0,,,,140.0,1683.0,1251.0,,9.0,,0.0,,,1713.0,19.0,,1469.0,10.0,
2010-09-16,,,,74.0,582.0,28.0,1302.0,76.0,,0.0,,14.0,244.0,,890.0,0.0,54.0,,,0.0,,,,150.0,507.0,1898.0,,4.0,,0.0,,,326.0,13.0,,2572.0,5.0,
2010-09-17,,,,90.0,709.0,23.0,274.0,17.0,,0.0,,4.0,234.0,,575.0,0.0,57.0,,,0.0,,,,73.0,2018.0,5274.0,,0.0,,0.0,,,881.0,7.0,,1397.0,2.0,
2010-09-18,,,,76.0,141.0,14.0,450.0,29.0,,0.0,,41.0,136.0,,5366.0,0.0,54.0,,,0.0,,,,81.0,1165.0,8176.0,,0.0,,0.0,,,1964.0,6.0,,1279.0,0.0,
2010-09-19,,,,72.0,137.0,15.0,432.0,14.0,,0.0,,34.0,141.0,,2177.0,0.0,51.0,,,0.0,,,,80.0,331.0,10606.0,,0.0,,0.0,,,1445.0,9.0,,1500.0,2.0,
2010-09-20,,,,77.0,189.0,35.0,491.0,151.0,,0.0,,40.0,207.0,,2322.0,0.0,23.0,,,0.0,,,,132.0,700.0,12391.0,,0.0,,0.0,,,895.0,12.0,,1479.0,5.0,
2010-09-21,,,,42.0,155.0,50.0,1407.0,237.0,,0.0,,57.0,249.0,,6245.0,0.0,7.0,,,0.0,,,,123.0,1156.0,1779.0,,0.0,,0.0,,,2419.0,50.0,,1437.0,3.0,
2010-09-22,,,,78.0,218.0,27.0,1335.0,406.0,,0.0,,73.0,307.0,,270.0,0.0,12.0,,,0.0,,,,105.0,545.0,1426.0,,0.0,,0.0,,,2381.0,10.0,,1227.0,15.0,
2010-09-23,,,,48.0,151.0,22.0,1393.0,479.0,,0.0,,59.0,246.0,,812.0,0.0,20.0,,,0.0,,,,113.0,430.0,1464.0,,0.0,,0.0,,,2149.0,8.0,,1371.0,10.0,
2010-09-24,,,,56.0,130.0,33.0,828.0,268.0,,0.0,,107.0,308.0,,2190.0,0.0,16.0,,,0.0,,,,94.0,88.0,1161.0,,0.0,,0.0,,,2319.0,4.0,,1473.0,9.0,
2010-09-25,,,,39.0,149.0,17.0,741.0,262.0,,0.0,,52.0,227.0,,1068.0,0.0,16.0,,,0.0,,,,38.0,849.0,5782.0,,0.0,,0.0,,,1779.0,0.0,,1278.0,0.0,
2010-09-26,,,,51.0,129.0,33.0,1762.0,117.0,,0.0,,84.0,103.0,,1111.0,0.0,11.0,,,0.0,,,,34.0,79.0,1142.0,,0.0,,0.0,,,1895.0,0.0,,1396.0,3.0,
2010-09-27,,,,45.0,128.0,40.0,1670.0,266.0,,0.0,,51.0,221.0,,1693.0,0.0,15.0,,,0.0,,,,70.0,117.0,2031.0,,0.0,,0.0,,,2014.0,8.0,,1176.0,13.0,
2010-09-28,,,,48.0,268.0,47.0,530.0,352.0,,0.0,,55.0,335.0,,1100.0,0.0,13.0,,,0.0,,,,67.0,218.0,2479.0,,0.0,,0.0,,,1267.0,0.0,,472.0,0.0,
2010-09-29,,,,59.0,137.0,34.0,1652.0,314.0,,0.0,,42.0,249.0,,149.0,0.0,13.0,,,0.0,,,,127.0,87.0,2260.0,,2.0,,0.0,,,1672.0,9.0,,1823.0,4.0,
2010-09-30,,,,44.0,181.0,19.0,1136.0,266.0,,0.0,,54.0,259.0,,514.0,0.0,14.0,,,0.0,,,,139.0,27.0,2725.0,,0.0,,0.0,,,1700.0,12.0,,1711.0,7.0,
2010-10-01,,,,41.0,153.0,19.0,1071.0,196.0,,0.0,,37.0,248.0,,1159.0,0.0,13.0,,,0.0,,,,65.0,8.0,2445.0,,1.0,,0.0,,,155.0,15.0,,1414.0,7.0,
2010-10-02,,,,30.0,139.0,30.0,2705.0,312.0,,0.0,,20.0,145.0,,920.0,0.0,18.0,,,0.0,,,,40.0,15.0,2608.0,,0.0,,0.0,,,143.0,14.0,,1350.0,1.0,
