,[10] Number of Jobs Started,[11] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[37] Number of Jobs Started,[38] Number of Jobs Started,[39] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[41] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[49] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[51] Number of Jobs Started,[52] Number of Jobs Started,[53] Number of Jobs Started,[54] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[58] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[68] Number of Jobs Started,[6] Number of Jobs Started,[70] Number of Jobs Started,[71] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[8] Number of Jobs Started,[9] Number of Jobs Started
2016-01-23,9.0,0.0,12.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,598.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,40.0,2.0
2016-01-24,7.0,1.0,14.0,0.0,1.0,0.0,5.0,1.0,3.0,10.0,392.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,65.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,6.0,3.0,41.0,4.0
2016-01-25,16.0,0.0,10.0,0.0,1.0,1.0,11.0,1.0,5.0,2.0,925.0,11.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,291.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,16.0,0.0,36.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,24.0,1.0,0.0,6.0,3.0,37.0,3.0
2016-01-26,14.0,1.0,4.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,473.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,65.0,1.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,60.0,0.0
2016-01-27,18.0,0.0,16.0,0.0,0.0,0.0,22.0,1.0,9.0,0.0,548.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,446.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,15.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,0.0,109.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,,,0.0,0.0,0.0,0.0,2.0,0.0,26.0,5.0,0.0,6.0,2.0,57.0,5.0
2016-01-28,30.0,0.0,11.0,0.0,0.0,7.0,17.0,4.0,4.0,1.0,531.0,9.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,0.0,168.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,10.0,1.0,25.0,5.0
2016-01-29,13.0,1.0,2.0,1.0,1.0,0.0,21.0,1.0,1.0,0.0,407.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,146.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,10.0,0.0,43.0,1.0
2016-01-30,5.0,0.0,12.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,407.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,123.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,3.0,0.0,13.0,2.0
2016-01-31,7.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,435.0,11.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,107.0,1.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,0.0,221.0,2.0
2016-02-01,7.0,2.0,28.0,0.0,2.0,0.0,26.0,0.0,1.0,0.0,592.0,15.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,,10.0,0.0,118.0,3.0
2016-02-02,21.0,0.0,26.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,566.0,4.0,0.0,1.0,0.0,4.0,20.0,0.0,0.0,1.0,0.0,262.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,20.0,9.0,,3.0,0.0,41.0,3.0
2016-02-03,61.0,0.0,2.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,738.0,4.0,0.0,4.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,1008.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,,6.0,14.0,23.0,23.0
2016-02-04,69.0,1.0,73.0,0.0,0.0,7.0,15.0,0.0,0.0,1.0,5827.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,,2.0,0.0,51.0,35.0
2016-02-05,73.0,1.0,22.0,0.0,1.0,30.0,12.0,1.0,2.0,1.0,1011.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1304.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,12.0,6.0,32.0,8.0
2016-02-06,23.0,0.0,13.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,271.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,,6.0,16.0,25.0,10.0
2016-02-07,12.0,1.0,4.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,155.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,57.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,7.0,3.0,4.0,1.0
2016-02-08,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,13.0,0.0
2016-02-09,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,2.0,2.0,3.0,0.0
2016-02-10,19.0,11.0,10.0,3.0,2.0,6.0,3.0,1.0,4.0,0.0,686.0,6.0,0.0,8.0,0.0,3.0,26.0,0.0,0.0,4.0,0.0,305.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,15.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,13.0,2.0,48.0,2.0
2016-02-11,12.0,0.0,97.0,0.0,1.0,4.0,3.0,1.0,6.0,0.0,572.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,2.0,0.0,21.0,2.0
2016-02-12,18.0,0.0,13.0,9.0,1.0,7.0,6.0,1.0,4.0,0.0,896.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,885.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,14.0,6.0
2016-02-13,9.0,0.0,16.0,3.0,3.0,1.0,3.0,0.0,6.0,0.0,393.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,540.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,,1.0,0.0,12.0,0.0
2016-02-14,10.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,337.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,,5.0,0.0,0.0,0.0
2016-02-15,18.0,0.0,15.0,0.0,1.0,8.0,5.0,0.0,9.0,0.0,1146.0,5.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,54.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,,21.0,0.0,19.0,0.0
2016-02-16,21.0,0.0,14.0,3.0,0.0,4.0,5.0,0.0,2.0,0.0,886.0,3.0,2.0,1.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,353.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,15.0,0.0,33.0,1.0
2016-02-17,33.0,0.0,7.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,619.0,5.0,2.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,338.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,10.0,0.0,7.0,0.0
2016-02-18,22.0,0.0,90.0,0.0,1.0,2.0,9.0,1.0,5.0,0.0,819.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,71.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,2.0,0.0,19.0,1.0
2016-02-19,16.0,0.0,96.0,0.0,1.0,6.0,9.0,0.0,8.0,0.0,1044.0,22.0,3.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,1026.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.0,2.0,15.0,2.0
2016-02-20,15.0,0.0,16.0,0.0,3.0,2.0,6.0,0.0,1.0,0.0,495.0,10.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,76.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,18.0,0.0
2016-02-21,33.0,3.0,9.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,799.0,4.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1796.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.0,0.0,6.0,0.0
2016-02-22,32.0,3.0,5.0,0.0,4.0,3.0,14.0,0.0,0.0,0.0,929.0,7.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,382.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,991.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,5.0,0.0,27.0,4.0
2016-02-23,38.0,2.0,7.0,0.0,3.0,4.0,9.0,0.0,0.0,0.0,3802.0,10.0,0.0,4.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,438.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,185.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,0.0,7.0,2.0
2016-02-24,30.0,1.0,25.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,5876.0,3.0,0.0,7.0,0.0,30.0,23.0,0.0,0.0,0.0,0.0,505.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,103.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,2.0,62.0,1.0
2016-02-25,11.0,1.0,76.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,2373.0,0.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,376.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,36.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,11.0,1.0,6.0,2.0
2016-02-26,25.0,0.0,15.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,836.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,88.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,,3.0,1.0,36.0,1.0
2016-02-27,5.0,2.0,16.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,576.0,6.0,3.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,315.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,9.0,2.0,34.0,0.0
2016-02-28,9.0,0.0,15.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,763.0,0.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,18.0,2.0,21.0,0.0
2016-02-29,22.0,4.0,52.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,1428.0,3.0,0.0,2.0,0.0,66.0,6.0,0.0,0.0,0.0,0.0,561.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,,10.0,3.0,35.0,0.0
2016-03-01,20.0,3.0,27.0,0.0,0.0,15.0,33.0,2.0,0.0,0.0,765.0,9.0,0.0,6.0,0.0,56.0,1.0,1.0,0.0,1.0,0.0,435.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,,28.0,0.0,77.0,11.0
2016-03-02,13.0,5.0,20.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,1158.0,11.0,0.0,1.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,,10.0,1.0,32.0,0.0
2016-03-03,13.0,16.0,14.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,2139.0,15.0,0.0,4.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,295.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,125.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,,11.0,0.0,43.0,5.0
2016-03-04,6.0,3.0,9.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,991.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,74.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,16.0,0.0,39.0,3.0
2016-03-05,5.0,2.0,15.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,510.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,54.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,102.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,4.0,,0.0,0.0,23.0,3.0
2016-03-06,6.0,1.0,13.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,806.0,10.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,62.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,47.0,4.0
2016-03-07,51.0,1.0,23.0,0.0,1.0,0.0,39.0,1.0,0.0,0.0,1250.0,36.0,0.0,9.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,370.0,0.0,0.0,38.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,202.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,176.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,0.0,92.0,3.0
2016-03-08,35.0,1.0,82.0,0.0,1.0,3.0,26.0,1.0,1.0,0.0,607.0,9.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,298.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,2.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,92.0,11.0
